"weierstrass_1","weierstrass_2","weierstrass_3","weierstrass_4","weierstrass_5","weierstrass_6","weierstrass_7","weierstrass_8","weierstrass_9","weierstrass_10","weierstrass_11","weierstrass_12","weierstrass_13","weierstrass_14","weierstrass_15","weierstrass_16","weierstrass_17","weierstrass_18","weierstrass_19","weierstrass_20","weierstrass_21","weierstrass_22","weierstrass_23","weierstrass_24","weierstrass_25","weierstrass_26","weierstrass_27","weierstrass_28","weierstrass_29","weierstrass_30","weierstrass_31","weierstrass_32","weierstrass_33","weierstrass_34","weierstrass_35","weierstrass_36","weierstrass_37","weierstrass_38","weierstrass_39","weierstrass_40","weierstrass_41","weierstrass_42","weierstrass_43","weierstrass_44","weierstrass_45","weierstrass_46","weierstrass_47","weierstrass_48","weierstrass_49","weierstrass_50"
-0.236988732645619,-0.0330613541984333,-0.000487019883872045,-0.363482766339071,-0.17745708390498,-0.16246989918541,-0.328168770650284,-0.387601366826688,-0.146608434513452,-0.173875550233711,-0.149855714195009,-0.340926582408063,-0.0264613615438254,-0.114218645028296,-0.0113247218015631,-0.013276537025863,-0.335855961639715,-0.352803347599331,-0.0416116272639551,-0.325404379614546,-0.279655998624208,-0.316592516339457,-0.176956074078281,-0.187624716067095,-0.0419892254457676,-0.0529613569724941,-0.0616496913968654,-0.387266607081567,-0.19153143906382,-0.0294497114425434,-0.113072031734503,-0.0139720224288112,-0.346715421713456,-0.384696569942792,-0.00667091009215687,-0.25406544033428,-0.374143089012625,-0.0579053472817543,-0.1462064555247,-0.239995475444607,-0.0623381210420021,-0.0980940429898667,-0.277361340460874,-0.226985517298707,-0.385257313067625,-0.0234043401853119,-0.338777925863067,-0.383703372035259,-0.181975450266753,-0.120922236102543
-0.289032934365066,-0.0374105429583855,-0.00247782892710228,-0.543096538309368,-0.20686810040522,-0.187685875358565,-0.449336919622195,-0.68634238200848,-0.167898420695741,-0.202238167676323,-0.171909320462354,-0.479041073112302,-0.030266179031612,-0.128900999978847,-0.0140120532545726,-0.0160981981327579,-0.466838583437838,-0.510303742211146,-0.046721465550863,-0.443296971549464,-0.356447535483519,-0.424805430641501,-0.206218633942656,-0.220179673424743,-0.0471341513923035,-0.0591837373050959,-0.0688084579567722,-0.679098200672813,-0.225363493160211,-0.0334965244091485,-0.127551308037824,-0.0168422265121049,-0.493747013997966,-0.775752543405946,-0.00904906644497234,-0.314917088427344,-0.583951899649244,-0.0646512154957973,-0.167403294946283,-0.293499604911731,-0.069574377528653,-0.110093481516146,-0.352565584468895,-0.274426718829256,-0.769847862667467,-0.0269691068286023,-0.473799497758568,-0.785200602856768,-0.212752330376545,-0.136831574275418
-0.310441741035549,-0.0350721255902824,0.000391299463020755,-0.652366290020506,-0.215242567429075,-0.193903851104959,-0.517740022908444,-0.864222767136035,-0.172196568707506,-0.210064307941157,-0.176572765036924,-0.559470438912006,-0.027788982287006,-0.130227863023749,-0.0112788618388096,-0.0133934830949088,-0.542211166100123,-0.60437028165025,-0.0445901296169197,-0.50937509413143,-0.393897936907182,-0.484029443769384,-0.214515091916777,-0.230233239698998,-0.045012710305017,-0.0573794846806395,-0.0672989625672369,-0.85379266087913,-0.23611324546611,-0.0310799865402209,-0.128792915836145,-0.0141479680372212,-0.580474561799715,-0.985145093057088,-0.00625301005012058,-0.341871146855125,-0.713031471445132,-0.0630097088003152,-0.171657166112437,-0.315812643018451,-0.0680900009894139,-0.110328467162939,-0.388948811877766,-0.293027734122715,-0.977719724699848,-0.0244334604161496,-0.552037388811402,-0.996828476479555,-0.221850016054101,-0.138681948956319
-0.218978789473754,-0.0179356315067668,0.0133898026890344,-0.371750219916963,-0.158622666270021,-0.143753927571471,-0.321090330593162,-0.436992433304768,-0.128115970774124,-0.155060357582307,-0.131310110193318,-0.337829242338832,-0.0115843880790716,-0.096429984861242,0.00297270673849566,0.00109621187453153,-0.331031785753441,-0.354750500799355,-0.0261681637689388,-0.317606398004644,-0.264408380220439,-0.306768884319127,-0.158123983121579,-0.16876998877296,-0.0265318605188169,-0.0371055273732704,-0.0454867923118267,-0.434066397117519,-0.172683359264495,-0.0144597656288827,-0.0953133140770309,0.000427528159199412,-0.345876848162963,-0.469138323330927,0.00744635941019069,-0.236857431654329,-0.391871587874918,-0.041873783892577,-0.12772081835204,-0.222102937510482,-0.046151247910402,-0.0807524977928172,-0.261891984724359,-0.208649221226209,-0.46726545155121,-0.00864348019397415,-0.33492278469389,-0.472053069258739,-0.163125549937762,-0.102964725341218
-0.245485584827141,-0.0136165117111004,0.0180321420822782,-0.540309746989535,-0.167173345418062,-0.14947378423621,-0.419037481866329,-0.759937007706706,-0.131370546963587,-0.162885939724913,-0.13502905906699,-0.455601639510433,-0.00716047722968922,-0.0960189006995299,0.00755810858241753,0.00566645606457584,-0.440382684793344,-0.495909325321254,-0.0220199492855316,-0.41179943228576,-0.314264557796811,-0.390034282832814,-0.166571300252738,-0.179560747200845,-0.0223921669314418,-0.0332523310826382,-0.0419181508832815,-0.747913228775658,-0.184410839764723,-0.0100805166432295,-0.0948008341677594,0.00499198753956575,-0.4743224369803,-0.913666291587589,0.0120616976882219,-0.271305175258204,-0.598760157292961,-0.0381758713083904,-0.13091927555283,-0.249894338831021,-0.0426075077391,-0.0790658484349484,-0.310160380191598,-0.23119462784596,-0.903297781405947,-0.00417846415387732,-0.44902982312339,-0.930289887747775,-0.172637584798309,-0.103181879011459
-0.170049221635496,0.00324263468296754,0.0311748896352098,-0.312319601098796,-0.11833304253508,-0.10565630396485,-0.262062350547785,-0.38458898841697,-0.0923118005921744,-0.115296042299186,-0.0950393142327351,-0.278219823833852,0.00887394229746491,-0.065168777853373,0.0218419000191185,0.0201654291999075,-0.271609585638339,-0.294987402257576,-0.0040332070707361,-0.258748857973338,-0.209901199770882,-0.248542427106084,-0.117907883434128,-0.126986526254999,-0.00435403563494174,-0.0136595405460692,-0.0210062730734554,-0.381087939039891,-0.130325665037384,0.00632252232112758,-0.0642085597850389,0.0195683709422483,-0.286137048135673,-0.426321166702726,0.0258445050280095,-0.185588549675001,-0.33353504997937,-0.0178423456699082,-0.0919742937909008,-0.172753799096341,-0.0215876331089782,-0.0516592323736717,-0.20765820773212,-0.161134368449998,-0.423646342009463,0.0114869170790962,-0.275384978342618,-0.430579648694306,-0.122172391351898,-0.0707822632947424
-0.0288907752509129,0.0266643225154663,0.0485082472897279,0.180351001813774,-0.0339081512102426,-0.03149572651977,0.0647269444060827,0.452977030232131,-0.0276961238510336,-0.033443174468919,-0.028571254493457,0.0961036260818977,0.0309164206586323,-0.0165239997267584,0.041008661708139,0.0396816795082112,0.0826392067279432,0.134337670997953,0.0212977920085679,0.0589226246937482,-0.00416274763169891,0.0423349386396112,-0.033847483732225,-0.0348200426068329,0.021064604745392,0.0144350905641683,0.00939443200093151,0.4365056534312,-0.0350019360223023,0.0289795948989271,-0.0160537913945341,0.0392106290164353,0.113413118581648,0.675894960362283,0.0442021240705216,-0.0217330499155721,0.246301946109938,0.0115433949147526,-0.0275844469283824,-0.0278562619691948,0.00900325256420315,-0.00949135691470095,-0.00613410264761926,-0.0317029069743943,0.6601833950436,0.0329171779841604,0.0902208613932983,0.701280883038783,-0.034389551216664,-0.0191767495712542
-0.13635579068416,0.0195466984221078,0.0451591491872582,-0.296072072155666,-0.0894749604304138,-0.0781692780208549,-0.230413412166149,-0.427102905562219,-0.0662895727245739,-0.0867634477624287,-0.0687169807624527,-0.249923474848526,0.0246880691973489,-0.0421102599456595,0.0365704032260382,0.0350309139360664,-0.241783997899408,-0.271673733804239,0.0129202268502002,-0.226566039878711,-0.174504578087001,-0.215008157814732,-0.089095228446578,-0.0972155533452699,0.0126284523221428,0.00418082103580296,-0.00246835019399028,-0.419400303622888,-0.100209477442913,0.022357250333054,-0.0412532184414295,0.0344828822608697,-0.25998590819291,-0.531714279740146,0.0402500179388627,-0.150922115367978,-0.329105960463388,0.000393018615799956,-0.0659892064302435,-0.138868431740462,-0.00299376759052795,-0.0300356525098757,-0.172279353728553,-0.128131003889022,-0.524289763988836,0.0270774985562213,-0.246404740374123,-0.543732344317463,-0.0929063600680372,-0.047117510054307
-0.149468413039012,0.0207336772846816,0.0470448060830063,-0.320338418654847,-0.0962845422365251,-0.0836888236292447,-0.254841647369947,-0.42534889070983,-0.0705728494520891,-0.0932538268383504,-0.0732427348731201,-0.27521800701933,0.026041677962246,-0.0442623576744675,0.0382569788870528,0.036678247767354,-0.266805775865654,-0.297039577123846,0.0138707733957726,-0.250739806193056,-0.19308912263717,-0.238264853191675,-0.0958597433242424,-0.104968960972748,0.0135680062551381,0.00477982542165523,-0.00216905574770325,-0.420006459421352,-0.108340366395706,0.0236370853190843,-0.0433390992097014,0.036115975848212,-0.285434499245932,-0.489980468039601,0.0420259307884485,-0.166158821567814,-0.349892108336201,0.00082482413101378,-0.0702428428410777,-0.152346369590384,-0.00271939712383247,-0.031311358825913,-0.1905596481261,-0.14005796633244,-0.485823510472692,0.028503766132666,-0.271597342292068,-0.496588448930131,-0.100128483631192,-0.0496690175334624
-0.064456745235904,0.034522138780169,0.0574840078418339,0.0114977834780867,-0.0468235147020195,-0.0404503209215066,-0.0440171767969444,0.176066042417795,-0.0330516357190902,-0.0453589192925627,-0.0346174531749268,-0.0304242803020062,0.0390675170569473,-0.0161409584196658,0.0497001351397204,0.0483132210879898,-0.0364325288059282,-0.0122080818620263,0.0287188117176668,-0.04635977618693,-0.0657221463767869,-0.052682738683725,-0.046620929490036,-0.0507675281104963,0.0284647881602064,0.0211693976240532,0.0155138250707254,0.165270232810055,-0.0521946105556354,0.0370024719720043,-0.0155024958866536,0.0478201439576225,-0.0223709876024531,0.329753774624938,0.0530255356353583,-0.0664635315608238,0.0480435344352586,0.0179377100983832,-0.0328560431917636,-0.0649320763761124,0.0150704219129878,-0.00693553508509648,-0.0660084597058619,-0.0625376711851011,0.31851502928104,0.0411918286074877,-0.0330789397913192,0.348026098794484,-0.0486160985930809,-0.0198220418641223
-0.125205899022818,0.033145240402818,0.0580204421750421,-0.289990433921804,-0.076026608234223,-0.0643662386472172,-0.22439831209343,-0.409499112590215,-0.052207884190838,-0.0732221354704157,-0.054684392169712,-0.244319687721086,0.0381528366463687,-0.0277527658334162,0.049697367129622,0.0482037099940928,-0.236050742772463,-0.266104550644865,0.0266787018854888,-0.220430132342023,-0.165753350335447,-0.208437429223555,-0.0756335607420171,-0.0840594088411136,0.0263936268021258,0.018126502321015,0.0115998292018225,-0.402811929213221,-0.0871767732756933,0.0358836633706019,-0.0268927922338033,0.0476718537215055,-0.254455284347447,-0.497377811642414,0.0532651659426812,-0.140674761198922,-0.321425931966987,0.0144107073030571,-0.0519017206649812,-0.127870534890114,0.0110833072304013,-0.0156770965909299,-0.163389253061291,-0.116498557031102,-0.49129688401573,0.0404774160598685,-0.240752577639118,-0.507177590656999,-0.0795826838598304,-0.0327862049895503
-0.0801833566828538,0.045856395280758,0.0682213046153426,-0.195754306502806,-0.0442853117652983,-0.0353642292875636,-0.148428827132661,-0.295351735501384,-0.0258777300549982,-0.04215526178081,-0.0278254408188402,-0.162397251616211,0.0503139992905711,-0.00622067802062094,0.0606779176549937,0.0593303748652231,-0.156564807531583,-0.178044386996504,0.0401357092493289,-0.145677459020327,-0.108265128094791,-0.137410855237508,-0.0439873732184277,-0.0503328758477784,0.0398844613986087,0.0326341390547234,0.0269605313844115,-0.289254996362432,-0.0526588525087021,0.0482911267181859,-0.00551555633174423,0.0588510124366739,-0.169623006759433,-0.381429201531948,0.0639044132842543,-0.0910069314451115,-0.220090653152851,0.0293984511346372,-0.0256363904940311,-0.082060486200545,0.0265134705141589,0.00376483209550264,-0.106648568406985,-0.0740075664953249,-0.375113181037283,0.0523912143270894,-0.159874713683247,-0.391722201730416,-0.0469722393695917,-0.0103290548041549
0.0322284483184902,0.0671870323684289,0.0842961676768768,0.160429116278606,0.0257945053813936,0.0268272971539693,0.0948596918259613,0.293790428254972,0.0288922615974824,0.0259561948666045,0.0283919493339621,0.113458739258812,0.0704649070999281,0.0359058521670471,0.0783491397188815,0.0773044785835458,0.105565655911905,0.135247263620748,0.0630901678680616,0.091335318307241,0.0506169388168873,0.0810959501660927,0.0258138215055539,0.025640728436916,0.06291320812006,0.0579212605692653,0.0541793733410612,0.286322730264901,0.0257058631385478,0.0689684628685671,0.0362178353997561,0.0769342125008346,0.123430858196713,0.389535022495379,0.080872682568051,0.0378997670521526,0.194903095281723,0.0557686660411427,0.0289568979700975,0.0330828661485925,0.0538910575750733,0.0406656533193113,0.0492405667083986,0.0297971335022179,0.383071253628864,0.0720165368300341,0.110025520788446,0.399899889661524,0.0256695711599964,0.0341657078489703
