"weierstrass_1","weierstrass_2","weierstrass_3","weierstrass_4","weierstrass_5","weierstrass_6","weierstrass_7","weierstrass_8","weierstrass_9","weierstrass_10","weierstrass_11","weierstrass_12","weierstrass_13","weierstrass_14","weierstrass_15","weierstrass_16","weierstrass_17","weierstrass_18","weierstrass_19","weierstrass_20","weierstrass_21","weierstrass_22","weierstrass_23","weierstrass_24","weierstrass_25","weierstrass_26","weierstrass_27","weierstrass_28","weierstrass_29","weierstrass_30","weierstrass_31","weierstrass_32","weierstrass_33","weierstrass_34","weierstrass_35","weierstrass_36","weierstrass_37","weierstrass_38","weierstrass_39","weierstrass_40","weierstrass_41","weierstrass_42","weierstrass_43","weierstrass_44","weierstrass_45","weierstrass_46","weierstrass_47","weierstrass_48","weierstrass_49","weierstrass_50"
0.358857792597288,-0.466105333284274,2.17610320667344,2.69458501371758,-2.7824496525973,1.81700002513601,0.894122878185607,1.78755621595621,1.64366862898156,-2.44117588638502,-0.116669200717229,-1.10640736678564,-1.40908290513148,-0.639821010103409,-3.26199041304535,-1.20323223680412,-5.42754183534085,-1.92670879347531,-0.933984028538312,0.257212480278287,1.13870002113118,-0.812208656303901,-1.43560949193816,6.22412116957167,-0.751501843022621,2.42967017775461,-2.15795266143258,-1.0607866746938,0.794852768004872,1.32868789509001,0.619856143602441,1.30851728531966,1.0336960975755,-0.078260900210977,-2.64517880666818,-0.155779849341711,1.71699610662799,2.82298383215979,-0.789817113515842,-1.37940819486487,0.3972956783178,-1.04825078918755,0.502951211144093,1.28185127187061,-2.18755309858556,1.07135972370727,-2.62491616267781,0.95556874470307,0.946514278719635,-2.44766753050674
0.435402059209571,-0.78669282884484,1.47105076461766,-0.419425503234954,3.10456484576102,-2.79841299308256,-1.31439718298862,-1.04401306470931,0.27493702289296,-0.524045901403227,2.87043482669189,0.784816946508556,-0.00642788205437146,-1.9898767026034,-0.0976335995812605,-0.0890541173425103,0.00834851255128888,-0.116078326182371,0.104950142180307,1.07454277388454,0.349284679713925,-2.46805930823564,-0.315461423313208,0.425762004988638,-1.53141092475555,0.295729937141618,0.00558947560819408,-1.93958426805562,1.49365174031117,0.98538327339748,-0.269575205808807,-3.16408295232114,-2.38235208973477,-0.0995152502524544,0.684415725935835,-0.863356847640179,-0.797218492314843,2.11637955209714,0.742689667126378,-0.18123545276092,0.0601780558181068,-0.458699213898398,-2.08184131375174,-1.49631688647631,-0.3384107895077,-0.0150581298113349,-0.724506704378454,-2.17895584425735,-0.271320826147005,-1.88604572518951
-1.21833353500068,-0.505922292525847,-0.895782154295988,0.278590585214925,-0.62121612690203,-0.564432946642883,-0.762486540203339,-0.528769529746861,-0.574479765447272,0.072796569609905,0.62360531037631,0.504113935642024,-0.00495798031559345,0.12286117534723,-0.270866578314419,-0.985865620539282,-0.827434960698969,-0.278837042054348,0.590088677660287,0.0655429005313283,-0.30995394502772,-0.749943155192981,-1.00600677546587,-0.4598566406025,0.253254604428622,-0.973054144055335,-0.360661177960807,-0.0101079899323729,-0.349433836374247,-0.289636399147896,0.283709072881031,0.0838229210181169,0.729286628000668,0.148442549593071,-1.25393874779175,0.0725586755435843,-0.514609076568556,-0.292215061557706,-0.681286427635626,-0.489717501419289,-0.00458023575403091,-0.241075777090363,0.29725038664064,-0.683153850177744,0.122452897249618,-0.407234702230341,-0.428714350411725,0.267347252924883,-0.909563483040706,-1.23945117180343
-0.0396012443184433,0.661767052949101,2.16984595571785,0.119458206028232,1.15017724581449,0.418078172408898,-3.60516646273634,0.524915602754112,-2.75132493695493,-1.50363404846207,0.0829210214228149,3.68363902129687,-0.0394707427506436,0.0141650811053021,0.346995123805632,-3.82362819792233,-1.91951285355662,-0.181205713418795,-0.927727388701333,-2.81206828417714,0.740843380094898,-1.70368332194913,-1.02444539781334,-0.888071711638921,1.29345557200827,-1.93283386212754,1.22187093223572,1.0554487324437,-3.72150741815077,1.86571979507668,1.66102350730685,-0.36636465253314,-0.665296412762748,-0.138319250451046,-1.46550029999819,0.11525705145378,-1.55965042346061,-1.7803793035249,-1.24251838134024,-2.17162642210612,0.0079383982988606,-0.0640362122039092,1.07398029153244,1.78500785288584,-1.25554967655429,-0.0534545676309769,2.5706743166995,-4.14322676752619,-0.0638237273860192,-4.62235659969841
0.369095291823668,-0.319709881436447,0.261097793613893,0.185115566905929,-1.04240296031372,-1.46425086478494,0.539457030866637,0.286622986335289,-0.645014442843726,0.12738234857513,-0.308220626720168,1.19902409393283,-0.021268392103273,-0.321672330757958,-0.487807381036415,-0.783035089884716,-0.816271456972908,-0.80816975686762,-0.767794383356316,-0.606991491709946,-0.0512136574275158,-0.945850666284381,-0.43617495305618,0.165253006269746,0.673136906734283,1.18455685570123,0.188031429835321,0.339482076821997,0.826650968284191,-0.746823012799766,-0.0779701775625414,0.0650096582137768,-1.01427261514235,0.424282888165981,-0.884401699922592,-0.417482926308123,-0.686758891897624,-0.0577214334994715,-1.38022499799519,-0.586946110971444,-0.723345215346301,-0.708740450084189,-0.541644523181083,-0.495438149547363,-1.26015731488102,-0.13170772175838,0.327542676106588,0.147401278642412,0.381871541399222,0.209332316668358
-0.153571662353267,-0.104713686814917,-0.623139944398481,0.151991734118931,0.141299103620024,0.460136859330933,-0.72537994071017,-0.576804618142273,-0.356626199350648,-0.641599744910328,0.485140148013836,0.466577061185207,-0.304823649317016,1.62264626741568,1.11488237577496,-0.321033814331328,0.579160690918745,-0.574602578670422,-0.0846984751633254,0.291535311436965,0.0775980173435204,0.395629380357289,0.196366760384089,-0.0781351098350934,-0.190684594906955,0.166619186792197,0.235130388866586,-0.319041060871678,0.0554580171997518,0.28678049450984,0.203296952650575,-0.747959788558653,-0.330270770752558,-0.375892292857348,-0.210762931001441,0.61061755420959,0.580582531591357,-0.323604273420717,0.410569029916203,0.213597258152592,-0.530426797919266,0.0593284352624741,-0.207153999139175,0.573552695993425,-0.658753269412869,0.986875798705162,0.540923113340883,0.222915236204583,-0.372225047281502,0.318403699419123
-0.234222356222376,1.43887203997492,-2.25077509561081,0.23455974937048,-1.60384761472714,-2.91698443210809,-1.26785715295655,-0.13853952869578,1.60994739881331,0.371678945974852,3.43336101619542,-1.79694866260742,1.61490686315522,0.176461671727375,1.5642024161545,-2.64456595112318,-2.03248085710326,-3.47151610614668,-0.632922389132871,0.205783736466279,-1.0892286686084,-1.2480816673479,3.48579008609315,1.79262537549919,0.449254842155184,0.280452047248157,0.855395790238381,-1.17495997211534,-5.5781441278004,0.293033874342907,0.663668533469074,-1.34804263290334,-5.54537328560529,-4.29562547984064,2.63928063681786,-0.543450345268111,-0.711978697447338,-2.52001385558269,-1.89612508637286,0.130620934680482,0.401083934199063,-3.86373144584711,0.284961207257439,-2.63107468091817,2.72078193319779,-1.42434431841414,-0.246133238998297,2.67055158827178,3.50017944218278,2.23164671683887
2.07357745391039,0.116180034568933,3.62496304996343,-0.284712768612866,-1.73043709558875,-1.54824320309713,0.184912604106108,-0.457744889365499,-1.04752820090758,2.40345763547311,-2.39587745970924,-1.70180761815338,-2.99583140958489,-0.605577801224946,0.0324132531099541,1.5339642648341,-5.48625494782387,-3.61539065037897,-0.229143590850889,-0.385184510525543,-1.28986984722708,-3.10321880965198,-0.490430654475145,-0.514938969123657,-2.62059800599291,1.78399270485639,0.485600994275378,3.3723893504559,1.09845589918843,0.281522235992521,1.27849953609085,-0.863124947014029,-0.935803571438415,0.460092999533005,1.78156420760201,-3.098589811571,0.698680211025566,-0.482824378580486,-0.396701565873288,-1.03961691787357,-0.706484295365781,-2.19944375341181,-1.40589048591246,-2.04198497578399,2.17164483031986,0.0169779497429523,2.82107055855071,1.27526055771544,0.14739473595566,-3.55936421406147
-0.920058585595106,0.623313147209386,0.0101462776755157,-0.00710802516429371,-0.565857605172966,-0.959647531090999,-0.131850755664654,0.632668869401686,-0.227233829227426,-0.274899086115254,-0.723411680151311,0.05377119621237,0.727264977064142,0.107785572101408,0.661074354617193,0.027596214580083,-1.00093372696165,0.614384227856399,0.406472989793126,-0.215054103807471,0.0180793207463959,-0.685457734268549,-0.0531154342974194,-0.74273404723821,-0.177776612816458,-0.0592339967869403,-0.167191274536678,-0.0388188383831115,-0.550462510434279,0.830300907981837,0.644658492701098,-0.303796725463662,0.582499433808968,0.499165880987144,0.318048158670674,0.135498853963012,0.207146553362273,0.448440723719896,0.467193049779306,-0.710472041964037,0.627645645230525,0.13950661756827,0.123154727459083,-0.0493268173954466,-0.272015371386499,0.0103266256538069,-0.691942893490906,-0.349274258510978,-0.451578179752584,-0.904717691680863
-0.111556807330838,1.60946343437137,-0.832220248089767,1.63226150315682,2.03074313782609,-3.33897889868722,-3.28926237501268,-1.05464668277404,-3.40375727952605,-0.37276189312782,-1.94026322466235,-1.41072551638863,3.23917122594617,0.725250311933808,-2.97452149983822,-2.78302356900465,-2.59218652684316,-0.568996831940813,0.293777535856179,-2.80558670762029,3.01244840269689,1.22824881522584,2.85080534292328,-2.50629638909933,-2.82307969207123,-1.10691992203559,4.80468730823996,-3.40827168160956,-0.622569731044846,-0.913120652253834,1.58465402266484,4.28113322048911,-5.48888117512976,0.125582923295656,-3.12407525072355,-0.801864766071751,1.83722644995677,2.93814626481772,-0.108515193891644,1.51882357039815,0.699344988742999,-2.99884478898,-0.35435479789197,-0.916935065000359,0.367357584892777,1.37372405653468,0.823784408214474,3.23793264415991,-1.41210883482743,-2.53920896296884
